index,phi,final_loss
0,-0.11486612340153586,0.0025038203928842272
1,-0.15304847595973817,
2,-0.24818764381104505,
3,-0.1797356488121166,
4,-1.3467759065971243,
5,-0.12814482935845323,
6,-0.02575144023406546,
7,5.182732636178695e-10,
8,-1.3781547420879738,
9,-6.81939190877897e-11,
10,0.5459794792954493,
11,-0.5433942087495621,
12,0.709487041023928,
13,0.32786265959536287,
14,-0.6513588867068911,
15,0.22857228442238864,
16,-0.21801769992320677,
17,0.5984480594989312,
18,-7.819076692896225e-11,
19,-3.945883100456285e-11,
20,-1.6456767838804864,
21,0.4725152029386502,
22,-0.1897035926856514,
23,0.036768985892307565,
24,-0.190753434410769,
25,-0.00886030734262772,
26,-0.3329791317456621,
27,-2.2132290986568126,
28,-1.6854521477450383e-09,
29,-0.334801825192718,
30,2.142618620553937e-09,
31,4.713294033863179e-09,
32,3.881586619300362e-10,
33,-3.3030711097108793e-09,
34,5.594711059689639e-09,
35,2.114102711371511,
36,-7.146349497779819e-09,
37,0.7193668558076208,
38,-0.887850628977675,
39,2.6247074228348797e-09,
40,-8.387996504637919e-10,
41,0.15773843633641665,
42,-1.5771572068237514,
43,3.9091303252469404e-11,
44,-6.383349191122087e-10,
45,0.6654629885792029,
46,-4.017114904965497e-10,
47,2.5698219310333854e-09,
48,-0.19824556612234012,
49,0.29509841196727515,
50,0.8007393132826097,
51,-7.867832768853906e-09,
52,2.104856845696043,
53,-6.8262525893021e-10,
54,-0.11337644172011045,
55,-0.24484200078143128,
56,0.09071948977009475,
57,2.0372562356081128e-10,
58,-0.5501491762766358,
59,0.20746513865711488,
60,4.817600709195865e-09,
61,-2.4438391749535527e-11,
62,1.4139086752196122,
63,5.36432190200336e-09,
64,1.6044044739329229e-09,
65,0.6567916046129578,
66,0.9316296322143371,
67,0.04590682614689342,
68,0.36049780361314293,
69,-0.20659711854551674,
70,-0.12584416350543687,
