index,phi,final_loss
0,-2.4802771401630337e-09,0.0013359785925005998
1,-2.839413419433104e-09,
2,-0.7965865764740728,
3,0.24232487999076102,
4,-0.7350291021430955,
5,-2.0722151638652174e-09,
6,-0.47091747346235474,
7,2.612923505648123e-08,
8,-1.508167033607973,
9,-0.9644055593719646,
10,0.32650910345003464,
11,-0.7220479101074931,
12,0.9745486659883,
13,-0.03745544151298343,
14,0.018301552079917818,
15,-0.5599751978556814,
16,1.0498887036535371,
17,0.4031816730419836,
18,0.9874457354519364,
19,-0.05745993661601893,
20,0.35177611773513895,
21,0.2144655860419178,
22,1.2946373425509043,
23,-0.023228499200962375,
24,0.6064699801295671,
25,2.201325948863558e-09,
26,-1.693579486312911e-10,
27,-1.8543716253489921,
28,0.3151261573742421,
29,4.4238833447321596e-10,
30,-0.15839799008307484,
31,-2.6459778761592996e-09,
32,-1.310708242446039e-09,
33,8.978169516417901e-10,
34,3.1864369149839494e-09,
35,2.439591749852151,
36,-0.8164364140955562,
37,-5.616882250057574e-10,
38,-1.014155766932128,
39,0.3927921111924486,
40,-0.06776058511400654,
41,-0.564079469909634,
42,-1.0834837328562188,
43,0.03740472278603621,
44,-1.6318629052506481,
45,-1.9897727970781693e-09,
46,0.0342535133203248,
47,3.6765221831284977e-08,
48,-1.2407193368366798,
49,0.24733467714136548,
50,-2.3786828397599015e-11,
51,0.8925500581667586,
52,-1.2522317255300998e-09,
53,8.041279028865851e-10,
54,6.312585777760758e-10,
55,-0.14463932231881835,
56,0.14209969735628314,
57,-0.2655234907590328,
58,-1.2110176393788962e-09,
59,2.319824045102082e-09,
60,-8.904766916347764e-10,
61,0.03502039555107669,
62,2.0528516590819534,
63,0.3934040160820251,
64,0.22604988048740995,
65,0.24420790257650624,
66,0.5458643419717603,
67,-0.049023751604401845,
68,0.5046067906805761,
69,-0.23404418136413818,
70,-0.037324665974879705,
