index,phi,final_loss
0,-0.04603224657676145,0.0025231113095093693
1,-1.6113593796803672e-08,
2,-0.18699554970170193,
3,0.015052849317027907,
4,-1.8811300868313723,
5,-0.31531721132562446,
6,-0.02170104415861104,
7,1.976678610753088e-07,
8,-1.3290693440195287,
9,0.0023626200232934103,
10,-0.22758652535842736,
11,6.912840084411222e-10,
12,-1.069074208492468e-08,
13,0.038212465358073315,
14,-0.9010327815922261,
15,-0.3344647931666664,
16,-0.23590699572137377,
17,-0.0020294904527842017,
18,0.09237785233343943,
19,1.085760799970284,
20,-1.3778311801990244,
21,0.26144332001232623,
22,0.04765952408835436,
23,0.052464645100136265,
24,0.6498366721951201,
25,0.12294367479485396,
26,-0.4401820993879024,
27,-1.4355213803332263,
28,0.3486842059885194,
29,2.160892581132498e-07,
30,-0.11843563811145534,
31,-0.12539948197295125,
32,-6.721319879561181e-08,
33,0.39995858669206513,
34,-0.08380802199739654,
35,1.2875149293949069,
36,-2.1058852815851553e-08,
37,0.8200788445807087,
38,0.40195259405467115,
39,0.8100430194510765,
40,3.201670696023846e-08,
41,7.036504625946271e-08,
42,-0.3814210954962423,
43,2.246959022074818,
44,-0.5431336558255047,
45,0.00512023942051245,
46,1.077926119758796e-09,
47,-1.357043770638438,
48,-0.42828885869343114,
49,-0.029583376452671655,
50,0.10861878518490095,
51,-0.26575657153557286,
52,0.15637086123956792,
53,-0.03218009909392588,
54,0.1974057223565327,
55,0.23139920290780325,
56,-0.24218759256226127,
57,0.17542583238746295,
58,-1.2953858826336546,
59,0.09684116674849454,
60,0.12666187192664832,
61,0.10435121749387513,
62,1.6091154619814154,
63,-0.5749464707484239,
64,-1.1754185798009182e-08,
65,2.0622296827318172e-08,
66,1.3825669901712156,
67,-0.07028321507821172,
68,0.3619786744864399,
69,-0.006657506018548776,
70,-0.002382612255101901,
