,index,phi
0,0,-0.11478109278755741
1,1,0.2990732911995586
2,2,0.6067832320227078
3,3,0.09206955994419569
4,4,-0.5680532457849536
5,5,-0.4084493158692088
6,6,-0.8878964659653963
7,7,-0.16777171063156052
8,8,0.27032278551176614
9,9,-0.06127418090561518
10,10,0.04870213465786018
11,11,-0.40220728005741296
12,12,-0.6363328079524593
13,13,-0.4208860361861424
14,14,0.4939334946982126
15,15,0.23626009303651957
16,16,0.5544583935465298
17,17,-0.8738347412994141
18,18,0.7692628297163211
19,19,0.9938217396408183
20,20,0.3959653513521842
21,21,-0.5331566160700352
22,22,0.6132334661410671
23,23,0.28139212927973745
24,24,0.7681696898241852
25,25,0.135921402242248
26,26,-1.0470598463180325
27,27,0.9603902037886095
28,28,0.2720625456923503
29,29,0.7591286643897344
30,30,-0.06878149672845946
31,31,0.23505452482878011
32,32,-0.7519431452816357
33,33,-0.5907868950344853
34,34,-0.8914299325732822
35,35,0.7070246770236095
36,36,0.8385680371021735
37,37,0.3541564456769099
38,38,0.5688705631950794
39,39,0.7516315906742644
40,40,0.4585446154603143
41,41,0.22509210913407382
42,42,0.6175380947550497
43,43,-0.5235141882765855
44,44,0.32113334786663267
45,45,-0.7099472410531132
46,46,0.23343820221323067
47,47,0.4676498083077986
48,48,-0.3158213501694263
49,49,-0.9394361288993115
50,50,-0.8050417815950738
51,51,0.13474793205951058
52,52,1.0247542202472073
53,53,-0.9867939639170132
54,54,-0.28196660851453736
55,55,0.6683360277382896
56,56,0.49947509542460383
57,57,0.21848564754307329
58,58,0.7564641072623511
59,59,-0.14537307194111604
60,60,-0.9711408563074115
61,61,-0.08846155682043753
62,62,-0.848939542822531
63,63,-0.5729816058350821
64,64,-0.31350800956306085
65,65,-0.08552563494122965
66,66,0.37815651413577517
67,67,0.5741617296686362
68,68,-1.0017238449842953
69,69,-0.19954856430360798
70,70,-0.2574328010808402
71,71,0.060700919898651916
72,72,0.9271807121114731
73,73,0.1633738834070447
74,74,-0.865942560062288
75,75,-0.5750594078430588
76,76,-0.31265277759843263
77,77,-0.8057400844887831
78,78,1.0682634254859074
79,79,0.041475134573788736
80,80,0.959921507712964
81,81,0.08261006371960569
82,82,0.659911496462152
83,83,0.9248697640328581
84,84,-0.3530776386914851
85,85,-0.1324029753785023
86,86,0.6356088134598742
87,87,0.29529104947356855
88,88,0.7649503803971731
89,89,0.298352213170665
90,90,-0.6524487768843485
91,91,0.5419096844938472
92,92,-0.4639280404169564
93,93,-0.5799592130806474
94,94,-0.21177623928163905
95,95,0.7181881834821118
96,96,-0.07444310206334447
97,97,-0.5652711004411635
98,98,-0.32662448539520206
99,99,0.5903433964301755
100,100,-0.6414630704938589
101,101,0.636695843520229
102,102,-0.7525007779098917
103,103,-0.6942153337184325
104,104,1.051935675760649
105,105,0.38584521676401196
106,106,0.9655426116280955
107,107,-0.5522702175979493
108,108,0.766832842744841
109,109,0.4618113594309765
110,110,-1.0177190628257882
111,111,0.21546431140873462
112,112,0.41249206887163814
113,113,0.8686777361854311
114,114,-0.625879704891297
115,115,0.17813815509639516
116,116,-0.8921032708407128
117,117,0.7701433009576898
118,118,-0.4885407889690749
119,119,-0.6157494877662568
120,120,-0.04289852482900773
121,121,-0.3735322594639923
122,122,-0.8408439149641432
123,123,0.2587362207173752
124,124,-0.11288713660790399
125,125,-0.4935397925191679
126,126,0.3943509810899043
127,127,-0.1842559202019392
128,128,-0.09609485257178367
129,129,-0.6657757471042858
130,130,-0.8926393267855249
131,131,0.06978598432010079
132,132,0.5578438220072535
133,133,0.9289146516487695
134,134,0.4515665076089833
135,135,-0.771624448918957
136,136,0.11435628097168128
137,137,-0.7560043415402284
138,138,-0.47987134672189347
139,139,-0.9535166658927698
140,140,-0.31047535718233926
141,141,-0.5417428727444887
142,142,-0.2239122343897144
143,143,-0.5202721613018817
144,144,0.4792403623622852
145,145,0.8001337204819987
146,146,-0.6153535777059289
147,147,-0.15169509927100136
148,148,-0.31821241139846823
149,149,0.6432614500884158
150,150,1.122805240304383
151,151,0.19678792345588975
152,152,-1.034002295360719
153,153,0.9990835435815846
154,154,0.17089963257229657
155,155,-0.11408035321795802
156,156,-0.8609126782570047
157,157,-0.2705063010411338
158,158,-0.7972376678377012
159,159,-0.6757024330475438
160,160,1.0330640112349783
161,161,0.14950077584044305
162,162,0.61238713885478
163,163,0.5868548253012321
164,164,0.07588805910146104
165,165,0.8466051049990985
166,166,-0.03738180132336019
167,167,-0.6901987705994784
168,168,0.5771895005854959
169,169,0.35135182202182885
170,170,0.4640778231693089
171,171,0.42072005276380053
172,172,-0.8553054701856921
173,173,-0.5973153466154584
174,174,0.6974973231613687
175,175,0.5504887757435603
176,176,0.521512615274662
177,177,0.6456971785453145
178,178,-0.5217226055240349
179,179,-0.255816410760252
180,180,-0.867565796840919
181,181,0.023320836787641536
182,182,-0.49568260490056404
183,183,-0.5960899466450111
184,184,-0.19441756063752755
185,185,-0.15063247208972289
186,186,-0.2828366058876073
187,187,-0.15580480166680954
188,188,-0.64591696076737
189,189,-0.3815301296952708
190,190,0.04103913280783136
191,191,0.1987549293644855
192,192,0.24041424525143004
193,193,0.43350578897171954
194,194,0.13277599745507696
195,195,-0.5007226933437229
196,196,-0.07509886204859022
197,197,0.18188103005602915
198,198,0.20964642702244446
199,199,-0.028822090647163616
200,200,-0.11310237685282039
