,index,phi
0,0,-0.2713081587613732
1,1,-0.209407791452358
2,2,0.7797250221288371
3,3,0.1778172092950022
4,4,-0.07201014799509695
5,5,-0.25678837909840785
6,6,-1.7601552123974904
7,7,-1.3310447480780354
8,8,0.8777961574475792
9,9,0.2873098912180162
10,10,-0.012811996833100388
11,11,0.8379513082562655
12,12,-1.32173191551879
13,13,-0.4847134418811704
14,14,0.31443568015218293
15,15,-0.06426882611939524
16,16,-0.8116182648586061
17,17,-1.0857851442235782
18,18,0.9590501404735707
19,19,-0.16380161596791293
20,20,0.39071911042266094
21,21,0.16242201256710306
22,22,-0.10534200047239718
23,23,0.4785604448797786
24,24,1.059259923843004
25,25,1.012249045416354
26,26,0.4647357056160845
27,27,0.9343419163696329
28,28,-1.4212853908479346
29,29,-0.34537942310987035
30,30,-0.1299588434533466
31,31,-0.5428957754217356
32,32,-0.41125168762310893
33,33,-1.1799594507530253
34,34,0.3087731381261888
35,35,-0.40309530434716473
36,36,0.8530278578702403
37,37,0.8565205740840368
38,38,-1.2141055576230444
39,39,-0.6198823220417268
40,40,-0.9739428962059976
41,41,-0.714945033788068
42,42,-0.15166077933652444
43,43,-0.9073538128297038
44,44,-0.36795570041471565
45,45,1.0801322249183185
46,46,0.5198842278010556
47,47,-0.6672805801428771
48,48,-0.9470962109770522
49,49,0.723654076758993
50,50,-0.8038117421430673
51,51,0.900999258197376
52,52,-0.9077671907309676
53,53,-0.711510109236574
54,54,-0.2719968417395424
55,55,0.7159032116699463
56,56,1.5364720005075383
57,57,1.1748251129064338
58,58,-0.9670760422860941
59,59,0.22432236744404133
60,60,0.44824433522806184
61,61,-1.2339085973021426
62,62,1.2042972521497544
63,63,0.6042361943297121
64,64,0.3016365038552493
65,65,-0.5129256820989373
66,66,0.7557330618974302
67,67,1.210625256555451
68,68,-0.45132592755492684
69,69,-0.34247838728143193
70,70,-0.5708961810107461
71,71,0.10673437657359346
72,72,-0.28617823976368906
73,73,0.04467097736286873
74,74,-1.053769587861786
75,75,-0.6354781178896725
76,76,-0.7963437135238786
77,77,-1.190618964735232
78,78,1.1757929840404993
79,79,0.3563292590633263
80,80,0.6474987449285563
81,81,0.3180610594822311
82,82,0.36886938848713624
83,83,0.949376709091928
84,84,0.22628521316567338
85,85,0.6477248561431526
86,86,-1.027069924822874
87,87,-0.7919060297309982
88,88,0.8342861964540069
89,89,0.49806468340745863
90,90,0.995357046660667
91,91,0.8314136840080945
92,92,0.0560634543873449
93,93,0.8930705479676061
94,94,0.5811504148557495
95,95,-0.7072018284417577
96,96,-0.7001930628673263
97,97,0.07173109539945219
98,98,0.8779654157216282
99,99,0.5395101786265214
100,100,-0.28060678340287376
