t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0015530578658076903,80.0,0.0
0.00125,0.0,100.0
0.00030659414759322306,80.0,0.0
0.00125,0.0,100.0
0.0002967972581464438,80.0,0.0
0.00125,0.0,100.0
0.0018280747071876768,-80.0,0.0
0.00125,0.0,100.0
0.0014308933983471213,80.0,0.0
0.00125,0.0,100.0
0.0006393828783977379,80.0,0.0
0.00125,0.0,100.0
0.0007871983382810142,80.0,0.0
0.00125,0.0,100.0
0.0007497161951950284,-80.0,0.0
0.00125,0.0,100.0
0.0012716421991439816,80.0,0.0
0.00125,0.0,100.0
0.0007861335876316161,80.0,0.0
0.00125,0.0,100.0
0.00027660894217923027,80.0,0.0
0.00125,0.0,100.0
0.0010757449268595396,80.0,0.0
0.00125,0.0,100.0
0.0004841656685074757,-80.0,0.0
0.00125,0.0,100.0
0.00024010365958765075,80.0,0.0
0.00125,0.0,100.0
2.4753752823800028e-05,80.0,0.0
0.00125,0.0,100.0
0.0019135155759148858,80.0,0.0
0.00125,0.0,100.0
0.0010611332874443553,-80.0,0.0
0.00125,0.0,100.0
0.0005332811048623721,-80.0,0.0
0.00125,0.0,100.0
0.0019570192768360905,80.0,0.0
0.00125,0.0,100.0
0.00039598442173492036,80.0,0.0
0.00125,0.0,100.0
0.0002822894602755445,80.0,0.0
0.00125,0.0,100.0
0.0010262587207862874,-80.0,0.0
0.00125,0.0,100.0
0.0028597808408235815,80.0,0.0
0.00125,0.0,100.0
0.0009275932587077962,-80.0,0.0
0.00125,0.0,100.0
0.0003675182183672096,80.0,0.0
0.00125,0.0,100.0
0.0009337620277144179,-80.0,0.0
0.00125,0.0,100.0
0.0011370091740558717,80.0,0.0
0.00125,0.0,100.0
0.00026232804101668835,80.0,0.0
0.00125,0.0,100.0
0.0008837812675148444,-80.0,0.0
0.00125,0.0,100.0
1.0207354103243329e-05,-80.0,0.0
0.00125,0.0,100.0
0.0019673853367541366,-80.0,0.0
0.00125,0.0,100.0
0.0014691554044405728,80.0,0.0
0.00125,0.0,100.0
0.0010208182234655284,-80.0,0.0
0.00125,0.0,100.0
0.000593515368553038,80.0,0.0
0.00125,0.0,100.0
0.0022019422862641614,-80.0,0.0
0.00125,0.0,100.0
0.001065174597981093,80.0,0.0
0.00125,0.0,100.0
0.00026458158119148476,-80.0,0.0
0.00125,0.0,100.0
0.0001747359381777243,-80.0,0.0
0.00125,0.0,100.0
0.0011478603410151494,-80.0,0.0
0.00125,0.0,100.0
0.00010924957897397041,80.0,0.0
0.00125,0.0,100.0
0.0002506421353954191,80.0,0.0
0.00125,0.0,100.0
0.0007325872060808965,-80.0,0.0
0.00125,0.0,100.0
3.9001266596959516e-05,-80.0,0.0
0.00125,0.0,100.0
0.00010533485872280736,80.0,0.0
0.00125,0.0,100.0
0.001349568168016651,-80.0,0.0
0.00125,0.0,100.0
0.00041069646631100234,-80.0,0.0
0.00125,0.0,100.0
0.0004786076505221701,80.0,0.0
0.00125,0.0,100.0
0.00013130237328745902,80.0,0.0
0.00125,0.0,100.0
0.0008413398098641304,-80.0,0.0
0.00125,0.0,100.0
0.0015988649453685384,-80.0,0.0
0.00125,0.0,100.0
0.0015701292088987188,80.0,0.0
