t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0032721852943209027,-80.0,0.0
0.00125,0.0,100.0
8.831108023890721e-05,-80.0,0.0
0.00125,0.0,100.0
0.0031161867114790176,80.0,0.0
0.00125,0.0,100.0
0.0029306289940182087,80.0,0.0
0.00125,0.0,100.0
0.0025926307228907562,-80.0,0.0
0.00125,0.0,100.0
0.004181297198877826,-80.0,0.0
0.00125,0.0,100.0
0.002528827791849415,-80.0,0.0
0.00125,0.0,100.0
0.00030750006803752103,80.0,0.0
0.00125,0.0,100.0
0.0009040378946693709,-80.0,0.0
0.00125,0.0,100.0
9.868046272854961e-05,80.0,0.0
0.00125,0.0,100.0
0.002430038917067824,80.0,0.0
0.00125,0.0,100.0
0.004581391096044919,-80.0,0.0
0.00125,0.0,100.0
0.005569446309569263,-80.0,0.0
0.00125,0.0,100.0
0.0026087491640668465,80.0,0.0
0.00125,0.0,100.0
0.0024469838127231264,80.0,0.0
0.00125,0.0,100.0
0.0026005871205613666,-80.0,0.0
0.00125,0.0,100.0
0.002533433150032182,-80.0,0.0
0.00125,0.0,100.0
0.001463878731760494,-80.0,0.0
0.00125,0.0,100.0
0.00033184252857642384,-80.0,0.0
0.00125,0.0,100.0
0.004342211587065663,-80.0,0.0
0.00125,0.0,100.0
0.003722734347804675,-80.0,0.0
0.00125,0.0,100.0
0.001556165943646213,-80.0,0.0
0.00125,0.0,100.0
0.004160484507227911,-80.0,0.0
0.00125,0.0,100.0
0.004064209761092699,-80.0,0.0
0.00125,0.0,100.0
0.0002333551472001425,-80.0,0.0
0.00125,0.0,100.0
0.002079800787509943,-80.0,0.0
0.00125,0.0,100.0
0.002016360050362533,-80.0,0.0
0.00125,0.0,100.0
0.000249211956678625,-80.0,0.0
0.00125,0.0,100.0
0.0010099715414680663,-80.0,0.0
0.00125,0.0,100.0
0.0019406790042493858,-80.0,0.0
0.00125,0.0,100.0
0.0011360413137403986,-80.0,0.0
0.00125,0.0,100.0
0.0005047615446014756,-80.0,0.0
0.00125,0.0,100.0
0.000712689995140081,-80.0,0.0
0.00125,0.0,100.0
0.001340135722902446,-80.0,0.0
0.00125,0.0,100.0
0.0008638154319509556,-80.0,0.0
0.00125,0.0,100.0
0.00027502285871000483,-80.0,0.0
0.00125,0.0,100.0
0.0007039495075596667,-80.0,0.0
0.00125,0.0,100.0
0.0009137837425541188,-80.0,0.0
0.00125,0.0,100.0
0.00027704424691719784,-80.0,0.0
0.00125,0.0,100.0
5.5298734058122865e-05,80.0,0.0
0.00125,0.0,100.0
0.001781792452275027,-80.0,0.0
0.00125,0.0,100.0
0.0011856105809193629,-80.0,0.0
0.00125,0.0,100.0
0.0008739083887582182,80.0,0.0
0.00125,0.0,100.0
0.002587172738744965,-80.0,0.0
0.00125,0.0,100.0
0.003108639678245455,-80.0,0.0
0.00125,0.0,100.0
0.00014745744969693383,80.0,0.0
0.00125,0.0,100.0
0.003318228580722914,-80.0,0.0
0.00125,0.0,100.0
0.003475496455872119,-80.0,0.0
0.00125,0.0,100.0
0.001753430119907264,80.0,0.0
0.00125,0.0,100.0
9.683664271338191e-05,-80.0,0.0
0.00125,0.0,100.0
0.00224474671062715,-80.0,0.0
