t (us),H_x (2pi MHz),H_z (2pi MHz)
0.003606982717053448,-80.0,0.0
0.0008333333333333334,0.0,150.0
6.737324782211875e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006438881739496807,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005034566683605342,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0004060506976916699,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00034777505516647586,80.0,0.0
0.0008333333333333334,0.0,150.0
7.238032924808658e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007896313052169721,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0030981024697091376,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0016525701791344984,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00013908746490967822,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003973395729821734,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005622545267814129,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00046214184085417026,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0001233297083200167,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0010718433165213986,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0031016246501488843,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0014171055287150324,-80.0,0.0
0.0008333333333333334,0.0,150.0
2.5381387334984707e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006372295426169979,80.0,0.0
0.0008333333333333334,0.0,150.0
0.000808583814787585,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005659595548031023,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00030650954125076063,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001482276428012316,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0012286524030491904,-80.0,0.0
0.0008333333333333334,0.0,150.0
3.415082875039413e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007030639857281117,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0008342136633223129,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007409147988944509,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005800554061334678,80.0,0.0
0.0008333333333333334,0.0,150.0
1.2333471589412784e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0013577163994663675,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002877822936540505,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011689518076850758,-80.0,0.0
0.0008333333333333334,0.0,150.0
4.7213134632482195e-05,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003419654442369349,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00045354185924206445,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0004774196131160104,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00047603637531766794,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003822888056984723,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00023880471085976093,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.003175887879973993,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002621588266188865,-80.0,0.0
0.0008333333333333334,0.0,150.0
3.166870438534381e-05,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00030075814616263786,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0001458338160042013,80.0,0.0
0.0008333333333333334,0.0,150.0
7.768511738096421e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0002572836621052917,80.0,0.0
0.0008333333333333334,0.0,150.0
0.000560100530439713,80.0,0.0
0.0008333333333333334,0.0,150.0
0.000515774685464413,80.0,0.0
0.0008333333333333334,0.0,150.0
0.001254733385641819,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00438629619107554,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003553691490468117,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.000576988026609916,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007007560851268382,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006894558611623369,80.0,0.0
0.0008333333333333334,0.0,150.0
0.000541263939067773,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003148900954440483,80.0,0.0
0.0008333333333333334,0.0,150.0
3.820904312632729e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00014659779312860944,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00020899292237163905,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006055842056734791,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0025532641618836944,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00261031253553907,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0008590741631302692,-80.0,0.0
0.0008333333333333334,0.0,150.0
2.7149115434337287e-05,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00015774025455436453,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00018054971953124232,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0002414090289024039,80.0,0.0
0.0008333333333333334,0.0,150.0
4.7742417951451595e-06,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0021162498632189344,-80.0,0.0
