t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0027255443190355414,-80.0,0.0
0.00125,0.0,100.0
0.000581804921865393,80.0,0.0
0.00125,0.0,100.0
0.0007569413726896828,80.0,0.0
0.00125,0.0,100.0
0.0007455403658979691,-80.0,0.0
0.00125,0.0,100.0
0.004770597384096937,-80.0,0.0
0.00125,0.0,100.0
0.00192127942745738,-80.0,0.0
0.00125,0.0,100.0
5.381252040997693e-05,80.0,0.0
0.00125,0.0,100.0
0.00021160524470451722,-80.0,0.0
0.00125,0.0,100.0
0.00156495872223709,-80.0,0.0
0.00125,0.0,100.0
0.002945944566518609,-80.0,0.0
0.00125,0.0,100.0
0.0016948292640007099,-80.0,0.0
0.00125,0.0,100.0
0.0008802661968904316,-80.0,0.0
0.00125,0.0,100.0
0.0006356722180859798,-80.0,0.0
0.00125,0.0,100.0
0.0009250414356155115,-80.0,0.0
0.00125,0.0,100.0
0.002064144549655187,-80.0,0.0
0.00125,0.0,100.0
0.0024898844050872354,-80.0,0.0
0.00125,0.0,100.0
0.00151235411748509,-80.0,0.0
0.00125,0.0,100.0
0.0009596029302632811,-80.0,0.0
0.00125,0.0,100.0
0.0019396165817123483,-80.0,0.0
0.00125,0.0,100.0
0.002929781329487055,-80.0,0.0
0.00125,0.0,100.0
0.0020078027190251688,-80.0,0.0
0.00125,0.0,100.0
0.001426731864211524,-80.0,0.0
0.00125,0.0,100.0
0.0022916837899345423,-80.0,0.0
0.00125,0.0,100.0
0.002919023912196799,-80.0,0.0
0.00125,0.0,100.0
0.0019105483934071694,-80.0,0.0
0.00125,0.0,100.0
0.0015099968907136784,-80.0,0.0
0.00125,0.0,100.0
0.0025534509207139375,-80.0,0.0
0.00125,0.0,100.0
0.002854798254088283,-80.0,0.0
0.00125,0.0,100.0
0.001488271121331245,-80.0,0.0
0.00125,0.0,100.0
0.001014396804771313,-80.0,0.0
0.00125,0.0,100.0
0.0020628008475131686,-80.0,0.0
0.00125,0.0,100.0
0.0026509733644725056,-80.0,0.0
0.00125,0.0,100.0
0.0013559795219318048,-80.0,0.0
0.00125,0.0,100.0
0.0008487665084209179,-80.0,0.0
0.00125,0.0,100.0
0.001654646183496315,-80.0,0.0
0.00125,0.0,100.0
0.001807506544129619,-80.0,0.0
0.00125,0.0,100.0
0.0010022219246841756,-80.0,0.0
0.00125,0.0,100.0
0.0012957405028679655,-80.0,0.0
0.00125,0.0,100.0
0.0022630252050586594,-80.0,0.0
0.00125,0.0,100.0
0.0014815700743068475,-80.0,0.0
0.00125,0.0,100.0
0.0006780705985361975,-80.0,0.0
0.00125,0.0,100.0
0.0017362675283742102,-80.0,0.0
0.00125,0.0,100.0
0.0033954776277669136,-80.0,0.0
0.00125,0.0,100.0
0.0014845624283368584,-80.0,0.0
0.00125,0.0,100.0
0.0006369653810654132,-80.0,0.0
0.00125,0.0,100.0
0.0021913692529987342,-80.0,0.0
0.00125,0.0,100.0
0.003692983249693669,-80.0,0.0
0.00125,0.0,100.0
0.0009144056273617481,-80.0,0.0
0.00125,0.0,100.0
8.075681622407507e-05,-80.0,0.0
0.00125,0.0,100.0
0.0019786177403233415,-80.0,0.0
0.00125,0.0,100.0
0.003893458129378885,-80.0,0.0
0.00125,0.0,100.0
0.0005808529041361216,-80.0,0.0
0.00125,0.0,100.0
4.480946803513046e-05,-80.0,0.0
0.00125,0.0,100.0
0.0020352316282896605,-80.0,0.0
0.00125,0.0,100.0
0.0037596623012742833,-80.0,0.0
0.00125,0.0,100.0
0.0007605271231073839,-80.0,0.0
0.00125,0.0,100.0
0.0005979676178739557,-80.0,0.0
0.00125,0.0,100.0
0.0026344393512768753,-80.0,0.0
0.00125,0.0,100.0
0.003271214463766426,-80.0,0.0
0.00125,0.0,100.0
0.001058196334673376,-80.0,0.0
0.00125,0.0,100.0
0.0010707402011639038,-80.0,0.0
0.00125,0.0,100.0
0.0030682895551031293,-80.0,0.0
0.00125,0.0,100.0
0.003000568707780956,-80.0,0.0
0.00125,0.0,100.0
0.0009922237573574291,-80.0,0.0
0.00125,0.0,100.0
0.00041739143838431835,-80.0,0.0
0.00125,0.0,100.0
0.0018381617400397995,-80.0,0.0
0.00125,0.0,100.0
0.004509451795041109,-80.0,0.0
0.00125,0.0,100.0
0.00133252125887213,-80.0,0.0
0.00125,0.0,100.0
0.0003735255322639372,80.0,0.0
0.00125,0.0,100.0
0.00025089788739636156,80.0,0.0
0.00125,0.0,100.0
0.0035265992086149093,-80.0,0.0
