t (us),H_x (2pi MHz),H_z (2pi MHz)
0.003153374427184683,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0009905317202308893,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0010725556990543144,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011954946026212874,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002958587620782529,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0022781827606544024,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007506566561781405,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001536149524841209,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002924700372755954,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0018576611438122926,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001477869496714928,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002154911892521556,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0021161356511104623,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0017850314281338015,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0017813329689830382,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0019924551790422625,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0017632356328076213,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001474549391820459,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0018552590802215665,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0022302298104425666,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0013413872399818576,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0013073046524123522,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0025707010836903063,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0027990042228715696,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011161920224018608,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0015858489474681,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0035749418579734712,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0022986241665374015,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001220089373514082,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0020794598048069347,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00346851359840364,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0015927147634338622,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0014157546054773434,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0026507904898942837,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0029777559267623916,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0020273774396376864,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011217173899069224,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0017717656943431808,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.003105052272102044,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002081845791789926,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003125636518916145,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0009595935197185701,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0034631834105704573,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.002138717126521883,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006610356718369568,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0003609506287886233,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.003557750842413651,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.003315781250663097,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007045505754510197,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00012726997660556885,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0024841525719472525,-80.0,0.0
