t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0026440491880704163,-80.0,0.0
0.00125,0.0,100.0
0.00014001571139479293,80.0,0.0
0.00125,0.0,100.0
0.0003132167139372993,80.0,0.0
0.00125,0.0,100.0
0.00098973220616617,80.0,0.0
0.00125,0.0,100.0
0.002165641444441218,80.0,0.0
0.00125,0.0,100.0
0.0010396629311575135,-80.0,0.0
0.00125,0.0,100.0
0.002156557970084559,-80.0,0.0
0.00125,0.0,100.0
0.0008766926514227354,80.0,0.0
0.00125,0.0,100.0
0.0023115509639243534,-80.0,0.0
0.00125,0.0,100.0
0.004273772273092139,-80.0,0.0
0.00125,0.0,100.0
0.0007317713481652654,80.0,0.0
0.00125,0.0,100.0
0.00101995389055662,80.0,0.0
0.00125,0.0,100.0
0.0016351742043223152,-80.0,0.0
0.00125,0.0,100.0
0.0017651625025772793,-80.0,0.0
0.00125,0.0,100.0
0.004018194799372966,-80.0,0.0
0.00125,0.0,100.0
0.0011380128971872055,-80.0,0.0
0.00125,0.0,100.0
0.0025475260123985575,80.0,0.0
0.00125,0.0,100.0
0.0035613396162731273,-80.0,0.0
0.00125,0.0,100.0
0.0033936034436181034,-80.0,0.0
0.00125,0.0,100.0
0.000275869315384571,80.0,0.0
0.00125,0.0,100.0
0.0005995811806232255,80.0,0.0
0.00125,0.0,100.0
0.00044425701298267834,80.0,0.0
0.00125,0.0,100.0
8.757300649996183e-05,-80.0,0.0
0.00125,0.0,100.0
0.003415879356509484,-80.0,0.0
0.00125,0.0,100.0
0.0032299526813194023,-80.0,0.0
0.00125,0.0,100.0
0.002954921796334775,80.0,0.0
0.00125,0.0,100.0
6.091156673173457e-05,80.0,0.0
0.00125,0.0,100.0
0.0013345432103815057,-80.0,0.0
0.00125,0.0,100.0
0.0021821239600417165,80.0,0.0
0.00125,0.0,100.0
0.0011710254889973164,80.0,0.0
0.00125,0.0,100.0
0.002215645633907259,-80.0,0.0
