t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0029782109244791757,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00043519215013187925,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006837737421911258,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0012403116129773646,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00016554289419670723,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0006183977872496808,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0014130052761405715,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00039216825856152487,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0007469739777934522,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0008075129924738323,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00039783507017488666,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00039339843411295033,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005291623030000298,80.0,0.0
0.0008333333333333334,0.0,150.0
0.004459960331950376,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.00030135411025020403,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0020772229670328515,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0005316020144007982,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011399525269095495,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0011320731750258726,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0013527864053122026,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00035599663741098654,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0014938186079754606,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0024317081192555315,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0022184877835972777,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.001258776963128191,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0012645275502262015,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0010327548413945787,80.0,0.0
0.0008333333333333334,0.0,150.0
0.0004713771900615001,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0017909868246938324,80.0,0.0
0.0008333333333333334,0.0,150.0
0.00022624474812717676,-80.0,0.0
0.0008333333333333334,0.0,150.0
0.0020810715319894172,-80.0,0.0
