t (us),H_x (2pi MHz),H_z (2pi MHz)
0.0023374001950966293,-80.0,0.0
0.00125,0.0,100.0
0.00019618103313930803,80.0,0.0
0.00125,0.0,100.0
0.0013310714190520303,80.0,0.0
0.00125,0.0,100.0
0.000499709183083445,-80.0,0.0
0.00125,0.0,100.0
0.00038501184220516877,80.0,0.0
0.00125,0.0,100.0
0.002330242748617936,-80.0,0.0
0.00125,0.0,100.0
0.0020396102595801576,-80.0,0.0
0.00125,0.0,100.0
0.0008360274405017578,80.0,0.0
0.00125,0.0,100.0
0.000904599892651123,-80.0,0.0
0.00125,0.0,100.0
0.0026678019486172195,-80.0,0.0
0.00125,0.0,100.0
0.0002972350330944447,80.0,0.0
0.00125,0.0,100.0
0.0016961380278863161,-80.0,0.0
0.00125,0.0,100.0
0.0017980804370437491,-80.0,0.0
0.00125,0.0,100.0
0.0011541356988056992,-80.0,0.0
0.00125,0.0,100.0
0.0023806840034790223,-80.0,0.0
0.00125,0.0,100.0
0.00028872877160081696,80.0,0.0
0.00125,0.0,100.0
0.0018714390400596153,80.0,0.0
0.00125,0.0,100.0
0.001618347655000711,-80.0,0.0
0.00125,0.0,100.0
0.003226255935798837,-80.0,0.0
0.00125,0.0,100.0
0.0014264854432315868,-80.0,0.0
0.00125,0.0,100.0
0.0009610569120385524,-80.0,0.0
0.00125,0.0,100.0
0.001739959630680602,80.0,0.0
0.00125,0.0,100.0
0.001588042332793048,80.0,0.0
0.00125,0.0,100.0
0.002979694720966714,-80.0,0.0
0.00125,0.0,100.0
0.0029444411750297085,-80.0,0.0
0.00125,0.0,100.0
0.0006397685169706217,80.0,0.0
0.00125,0.0,100.0
0.00029797493814682363,-80.0,0.0
0.00125,0.0,100.0
5.0514870270755794e-05,80.0,0.0
0.00125,0.0,100.0
0.002338064785269283,-80.0,0.0
0.00125,0.0,100.0
0.0024905556078304134,-80.0,0.0
0.00125,0.0,100.0
0.0011899727002623705,-80.0,0.0
0.00125,0.0,100.0
0.0012572701827039618,-80.0,0.0
0.00125,0.0,100.0
0.002416509898135732,-80.0,0.0
0.00125,0.0,100.0
0.0012810776307450695,-80.0,0.0
0.00125,0.0,100.0
0.0018638771676542157,-80.0,0.0
0.00125,0.0,100.0
0.002281595531722225,-80.0,0.0
0.00125,0.0,100.0
0.00024911632410083527,80.0,0.0
0.00125,0.0,100.0
0.0012796505073449352,-80.0,0.0
0.00125,0.0,100.0
0.0025116896247331317,-80.0,0.0
0.00125,0.0,100.0
0.001239193623259133,-80.0,0.0
0.00125,0.0,100.0
0.0005939294329886428,-80.0,0.0
0.00125,0.0,100.0
6.146710562252214e-06,80.0,0.0
0.00125,0.0,100.0
0.0003772972343760064,80.0,0.0
0.00125,0.0,100.0
0.0037953896597347197,-80.0,0.0
0.00125,0.0,100.0
0.002033020238146035,-80.0,0.0
0.00125,0.0,100.0
0.001190149624110296,80.0,0.0
0.00125,0.0,100.0
0.00038553664377006684,80.0,0.0
0.00125,0.0,100.0
0.0002932645175822301,80.0,0.0
0.00125,0.0,100.0
0.0008375572486270081,80.0,0.0
0.00125,0.0,100.0
0.000848987295419252,-80.0,0.0
0.00125,0.0,100.0
0.0025117221495415294,-80.0,0.0
